stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
NEPHFU11,1999,3530,0,NA,multinational-ICES-FU11,Norway lobster North Minch (FU 11),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU12,1999,4260,0,NA,multinational-ICES-FU12,Norway lobster South Minch (FU 12),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU13,1999,4320,0,NA,multinational-ICES-FU13,Norway lobster Firth of Clyde and Sound of Jura (FU 13),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU15,1999,10800,0,NA,multinational-ICES-FU15,Norway lobster Irish Sea West (FU 15),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU16,1999,2290,0,NA,multinational-ICES-FU16,Norway lobster Porcupine Bank (FU 16),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU17,1999,1140,0,NA,multinational-ICES-FU17,Norway lobster Aran Grounds (FU 17),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2021,1999,1150,0,NA,multinational-ICES-FU2021,"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU22,1999,1790,0,NA,multinational-ICES-FU22,Norway lobster Smalls (FU 22),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU25,1999,124,0,NA,multinational-ICES-FU25,Norway lobster North Galicia (FU 25),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2627,1999,248,0,NA,multinational-ICES-FU2627,Norway lobster West Galicia and North Portugal (FU 26-27),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2829,1999,211,0,NA,multinational-ICES-FU2829,Norway lobster South-West and South Portugal (FU 28-29),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU30,1999,120,0,NA,multinational-ICES-FU30,Norway lobster Gulf of Cadiz (FU 30),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU31,1999,48,0,NA,multinational-ICES-FU31,Norway lobster Cantabrian Sea (FU 31),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU32,1999,972,0,NA,multinational-ICES-FU32,Norway lobster Norwegian Deeps (FU 32),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU33,1999,724,0,NA,multinational-ICES-FU33,Norway lobster Off Horn Reef (FU 33),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU3-4,1999,9060,0,NA,multinational-ICES-FU3-4,Norway lobster Skagerak Kattegat (FU 3-4),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU5,1999,1240,0,NA,multinational-ICES-FU5,Norway lobster Botney Cut - Silver Pit (FU 5),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU6,1999,2390,0,NA,multinational-ICES-FU6,Norway lobster Farn Deeps (FU 6),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU7,1999,6520,0,NA,multinational-ICES-FU7,Norway lobster Fladen Ground (FU 7),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU8,1999,2210,0,NA,multinational-ICES-FU8,Norway lobster Firth of Forth (FU 8),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU9,1999,1010,0,NA,multinational-ICES-FU9,Norway lobster Moray Firth (FU 9),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVIa,1999,438,0,NA,multinational-ICES-VIa,Norway lobster West of Scotland,Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVII,1999,322,0,NA,multinational-ICES-VII,Norway lobster ICES VII,Nephrops norvegicus,Norway lobster,3,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVIIIab,1999,4360,0,NA,multinational-ICES-VIIIab,Norway lobster VIIIab,Nephrops norvegicus,Norway lobster,2,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NPOUTIIIa-IV,1999,92300,280000,NA,multinational-ICES-IIIa-IV,Norway pout IIIa and North Sea,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,55380,64860,NA,600.3999999999915
NPOUTVIb,1999,4630,0,NA,multinational-ICES-VIb,Norway pout Rockall Bank,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,2778,4276,NA,0.5288000000000251
OROUGHYNEATL,1999,1680,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Orange roughy Northeast Atlantic,Hoplostethus atlanticus,Orange roughy,3,Animalia,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Hoplostethus,126402,71.63,149,75,0.2,336,340.6666666666667,NA,-2.93999999999985
PANDALI-II,1999,75700,1.86,NA,multinational-ICES-I-II,Northern shrimp North-East Arctic,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIIIaW-IVaE,1999,11300,31500,NA,multinational-ICES-IIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIVa,1999,1470,0,NA,multinational-ICES-IVa,Northern shrimp Northern North Sea,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PLAIC2123,1999,5720,7010,NA,multinational-ICES-2123,European Plaice Subdivisions 21-23,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,1144,NA,NA,-16.866666666670454
PLAIC7d,1999,0,9740,NA,multinational-ICES-VIId,European Plaice ICES VIId,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,0,0,NA,-59.53333333333959
PLAICCELT,1999,968,1530,NA,multinational-ICES-VIIf-g,European Plaice ICES VIIf-g,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,193.60000000000002,217.20000000000002,NA,-1.5333333333333385
PLAICECHW,1999,1540,0.786,NA,multinational-ICES-VIIe,European Plaice ICES VIIe,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,308,298,NA,3.733333333333277
PLAICIS,1999,3400,11000,NA,multinational-ICES-VIIa,European Plaice Irish Sea,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,680,711.3333333333334,NA,-14.13333333333436
PLAICNS,1999,161000,359000,NA,multinational-ICES-IV,European Plaice North Sea,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,32200,35866.666666666664,NA,-2073.333333333576
PLAICVIIbc,1999,159,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,31.8,35.266666666666666,NA,-0.09266666666667622
PLAICVIIh-k,1999,406,0,NA,multinational-ICES-VIIh-k,European Plaice VIIh-k,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,81.2,99.66666666666667,NA,-5.353333333333767
PLAICVIII-IXa,1999,4,0,NA,multinational-ICES-VIII-IXa,European Plaice VIII and IXa,Pleuronectes platessa,European Plaice,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,0.8,32.46666666666667,NA,-4.426666666666433
POLLFAPL,1999,33200,142000,NA,multinational-ICES-Vb1,Pollock Faroe Plateau,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,13280,10920,NA,-553.3333333333763
POLLIEG,1999,30900,133000,NA,multinational-ICES-Va,Pollock Iceland Grounds,Pollachius virens,Pollock or saithe,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,12360,13106.666666666666,NA,-1556.0000000001694
POLLNEAR,1999,150000,802000,NA,multinational-ICES-I-II,Pollock Northeast Arctic,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,60000,59600,NA,-3413.333333333674
POLLNS-VI-IIIa,1999,120000,381000,NA,multinational-ICES-IIIa-IV-VI,"Pollock ICES IIIa, VI and North Sea",Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,48000,47600,NA,-2054.6666666668953
PORSHARNEATL,1999,498,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,99.60000000000001,116.2,NA,-9.739999999999764
RBRMIX,1999,543,0,NA,multinational-ICES-IX,Red seabream IX,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,108.60000000000001,162,NA,2.746666666666693
RBRMVI-VII-VIII,1999,122,0,NA,multinational-ICES-VI-VII-VIII,Red seabream VI-VII-VIII,Pagellus bogaraveo,Red seabream,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,24.400000000000002,21.6,NA,-4.853333333333373
RBRMX,1999,1220,0,NA,multinational-ICES-X,Red seabream Azores Grounds,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,244,223.33333333333334,NA,-3.446666666666699
REDDEEPDP-1-2-V-XII-XIV,1999,84200,1.24,NA,multinational-ICES-DP-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (deep),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,16840,18140,NA,-1368.666666666558
REDDEEPI-II,1999,11200,888000,NA,multinational-ICES-I-II,Deepwater Redfish Northeast Arctic,Sebastes mentella,Deepwater Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,2240,2253.3333333333335,NA,704.666666666596
REDDEEPSH1-2-V-XII-XIV,1999,25500,0,NA,multinational-ICES-SH-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (shallow),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,5100,5160,NA,153.25333333334035
REDDEEPVa-XIV,1999,28600,0,NA,multinational-ICES-Va-XIV,Beaked Redfish Va and XIV,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,5720,6640,NA,-82.60000000000028
REDDEEPXIVb,1999,853,0,NA,multinational-ICES-XIVb,Beaked Redfish Southeast Greenland,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,170.60000000000002,162.13333333333335,NA,-137.2000000000007
RHGRENNEATL,1999,151,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Roughhead grenadier Northeast Atlantic,Macrourus berglax,Roughhead grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Macrourus,126472,74.77,25,110,0.2,30.200000000000003,18.733333333333334,NA,86.54666666666284
RNGENI-II-IV-Va2-VIII-IX-XIVab2,1999,320,0,NA,multinational-ICES-I-II-IV-Va2-VIII-IX-XIVab2,Roundnose grenadier I-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,64,70.13333333333334,NA,-2.533333333333144
RNGENMATLR,1999,1160,0,NA,multinational-ICES-MATLR,Roundnose grenadier Mid-Atlantic Ridge,Coryphaenoides rupestris,Roundnose grenadier,4,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,232,1054,NA,-44.573333333327156
RNGENVb-VI-VII-XIIb,1999,17100,0,1.16,multinational-ICES-Vb-VI-VII-XIIb,Roundnose grenadier Vb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,3420,2646.6666666666665,1,-231.00000000000117
RNGRENIIIa,1999,3130,0,NA,multinational-ICES-IIIa,Roundnose grenadier Kattegat and Skagerrak,Coryphaenoides rupestris,Roundnose grenadier,4,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,626,431.3333333333333,NA,0.013333333333333336
SARDPVIIIc-IXa,1999,94100,370000,NA,multinational-ICES-VIIIc-IXa,European pilchard ICES VIIIc-IXa,Sardina pilchardus,European pilchard,1,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina,126421,30.31,15,27.5,0.6,56460,63820,NA,-3942.0000000002506
SARDVII,1999,16100,0,NA,multinational-ICES-VII,Sardine ICES VII,Sardina pilchardus,Sardine,3,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina,126421,30.31,15,27.5,0.6,9660,10680,NA,594.7999999999304
SEELNSSA1,1999,423000,592000,NA,multinational-ICES-SA1,Sand eel SA 1,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA2,1999,69400,178000,NA,multinational-ICES-SA2,Sand eel SA 2,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA3,1999,191000,369000,NA,multinational-ICES-SA3,Sand eel SA 3,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA4,1999,53300,0,NA,multinational-ICES-SA4,Sand eel Sandeel Area 4,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA5,1999,145,0,NA,multinational-ICES-SA5,Sand eel SA 5,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA6,1999,134,0,NA,multinational-ICES-SA6,Sand eel SA 6,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA7,1999,4330,0,NA,multinational-ICES-SA7,Sand eel SA 7,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELVIa,1999,2630,0,NA,multinational-ICES-VIa,Sand eel West of Scotland,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SERAYVIIf-g,1999,0,0,NA,multinational-ICES-VIIf-g,Smalleyed ray Celtic Sea,Raja microocellata,Smalleyed ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105885,54.8,NA,87,0.4,0,0,NA,-4.48000000000044
SHSPPNEATL,1999,0,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Smooth-hound Northeast Atlantic,Mustelus spp,Smooth-hound,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLECS,1999,0,4190,NA,multinational-ICES-VIIf-g,Common sole Celtic Sea,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,0,0,NA,-75.840000000007
SOLEIIIa-2224,1999,637,3010,NA,multinational-ICES-22-24-IIIa,Common sole 22-24-IIIa,Solea solea,Common sole,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,382.2,411.2,NA,-2.2599999999998053
SOLEIS,1999,0,4340,NA,multinational-ICES-VIIa,Common sole Irish Sea,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,0,0,NA,-24.38000000000146
SOLENS,1999,23500,74500,NA,multinational-ICES-IV,Common sole North Sea,Solea solea,Common sole,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,14100,11860,NA,-446.00000000006236
SOLEVIIbc,1999,68,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,40.8,34.4,NA,-0.7079999999999768
SOLEVIId,1999,4360,19000,NA,multinational-ICES-VIId,Common sole ICES VIId,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,2616,2550,NA,-469.0000000000456
SOLEVIIe,1999,957,3970,NA,multinational-ICES-VIIe,Common sole Western English Channel,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,574.1999999999999,557.1999999999999,NA,-25.580000000002794
SOLEVIIh-k,1999,200,0,NA,multinational-ICES-VIIh-k,Common sole VIIh-k,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,120,122,NA,-1.7800000000002019
SOLEVIIIab,1999,5250,15900,NA,multinational-ICES-VIIIab,Common sole VIIIab,Solea solea,Common sole,2,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,3150,3508,NA,-262.80000000002633
SPRAT22-32,1999,421000,2080000,NA,multinational-ICES-22-32,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,252600,284200,NA,-8220.000000001055
SPRATIIIa,1999,26700,0,NA,multinational-ICES-IIIa,Sprat Kattegat and Skagerrak,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,16020,12180,NA,545.7999999999982
SPRATNS,1999,215000,1290000,NA,multinational-ICES-IV,Sprat North Sea,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,129000,98400,NA,2053.9999999989677
SPRATVIIde,1999,6620,0,NA,multinational-ICES-VIIde,Sprat VIIde,Sprattus sprattus,Sprat,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,3972,3040,NA,-132.60000000000096
SPRATVI-VIIabcfghijk,1999,14400,0,NA,multinational-ICES-VI-VIIabcfghijk,Sprat VI and VIIabcfghijk,Sprattus sprattus,Sprat,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,8640,5246,NA,106.99999999999909
SPRAYIIIa-IV-VIId,1999,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Spotted ray IIIa, VIId and North Sea",Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,0,0,NA,-7.093333333332734
SPRAYVIIaefgh,1999,0,0,NA,multinational-ICES-VIIaefgh,Spotted ray ICES VIIaefgh,Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,0,0,NA,-16.1333333333347
SPRAYVIII,1999,0,0,NA,multinational-ICES-VIII,Spotted ray Bay of Biscay,Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,0,NA,NA,5.530666666666889
SPURDNEATL,1999,12400,40500,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,2480,2773.3333333333335,NA,0
STRAYII-IIIa-IV,1999,0,0,NA,multinational-ICES-II-IIIa-IV,Starry ray ICES II-IIIa-IV,Amblyraja radiata,Starry ray,4,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,105865,50.85,28,105,0.4,0,0,NA,0
STRMULLVI-VIIabcefghijk-VIII-IXa,1999,236,0,NA,multinational-ICES-VI-VIIabcefghijk-VIII-IXa,Striped red mullet ICES VI-VIIabcefghijk-VIII-IXa,Mullus surmuletus,Striped red mullet,1,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,126986,41.64,11,40,0.4,94.4,419.46666666666664,NA,-86.79999999999625
TBSKAIIIa-IV-VIId,1999,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Thornback skate IIIa, VIId and North Sea",Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,0,0,NA,19.999999999999066
TBSKAIXa,1999,0,0,NA,multinational-ICES-IXa,Thornback skate Portugese Waters -East,Raja clavata,Thornback skate,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,0,0,NA,-1.5666666666667532
TBSKAVIIafg,1999,0,0,NA,multinational-ICES-VIIafg,Thornback skate ICES VIIafg,Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,0,0,NA,5.279999999999856
TBSKAVIII,1999,0,0,NA,multinational-ICES-VIII,Thornback skate Bay of Biscay,Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,0,NA,NA,4.053333333333434
TUR2232,1999,0,0,NA,multinational-ICES-22-32,Turbot Baltic Areas 22-32,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,0,0,NA,-2.333333333333353
TURIIIa,1999,155,0,NA,multinational-ICES-IIIa,Turbot Kattegat and Skagerrak,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,62,71.73333333333333,NA,4.7066666666662895
TURIV,1999,0,0,NA,multinational-ICES-IV,Turbot North Sea,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,0,0,NA,351.7333333333103
URAYVIIde,1999,0,0,NA,multinational-ICES-VIIde,Undulate ray VIIde,Raja undulata,Undulate ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105891,66.2,NA,100,0.2,0,0,NA,-42.56000000000019
WANGLVIIIc-IXa,1999,1930,5770,NA,multinational-ICES-VIIIc-IXa,White anglerfish VIIIc-IXa,Lophius piscatorius,White anglerfish,1,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126555,63.84,24,200,0.2,386,575.3333333333334,NA,-24.86666666667035
WANGLVII-VIIIabd,1999,18800,52700,NA,multinational-ICES-VII-VIIIabd,White anglerfish VII and VIIIabd,Lophius piscatorius,White anglerfish,2,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126555,63.84,24,200,0.2,3760,4153.333333333333,NA,-448.66666666672006
